deice	ˈdʲɛcɪ
tréidlia	ˈtʲɾʲeːdʲlʲiə
mág	mˠɑːɡ
áisiúil	ˈɑːʃúlʲ
lucharachán	ˈlˠʊxəɾˠəxɑːnˠ
geataí	ˈɟat̪ˠiː
tiús	ˈtʲuːsˠ
fisic	ˈfʲɪʃɪc
lucht	lˠʊxt̪ˠ
rís	ɾˠiːʃ
Blarnan	ˈbˠlˠaɾˠn̪ˠən̪ˠ
conamar	ˈkɔn̪ˠəmˠəɾˠ
aga	ˈaɡə
lachan	ˈlˠaxən̪ˠ
barr	bˠaːɾˠ
carr	kaːɾˠ
damáiste	ˈd̪ˠamˠɑːʃtʲə
aischuir	ˈasˠxɪɾʲ
haon	hiːnˠ
garr	ɡaːɾˠ
peictiúir	ˈpʲɛctʲúɾʲ
iarr	ˈiəɾˠ
ar cuairt	əɾˠˈkuəɾˠtʲ
dhéag	jeːɡ
dícheall	ˈdʲiːçəlˠ
gigil	ˈɟɪɟɪlʲ
lá	lˠɑː
Máirtín	ˈmˠɑːɾˠtʲiːnʲ
falsa	ˈfˠal̪ˠsˠə
cath	ka
teagasc	ˈtʲaɡəsˠk
lá breá	lˠɑː ˈbʲɾʲeɑː
féadachtáil	ˈfʲeːd̪ˠəxt̪ˠɑːlʲ
ríocht	ɾˠiːçtʲ
sás	sˠɑːsˠ
diúraic	ˈdʲuːɾˠəc
gcuireann	ˈɡɪɾʲən̪ˠ
gcúl	ɡuːlˠ
fuip	fˠɪpʲ
i gcoinne	əˈɡɪnʲə
lá féile	lˠɑː ˈfʲeːlʲə
bpingin	ˈbʲɪɲɪnʲ
fhág	ɑːɡ
gha	ɣa
eala	ˈalˠə
foireann	ˈfˠɛɾʲən̪ˠ
lách	lˠɑːx
uath	uə
chirt	çɪɾˠtʲ
lom láithreach	lˠɔmˠ ˈlˠɑːhɾʲəx
buntús	ˈbˠʊn̪ˠt̪ˠuːsˠ
easparta	ˈasˠpˠəɾˠt̪ˠə
dónna	ˈd̪ˠoːn̪ˠə
cheist	çɛʃtʲ
fírinne	ˈfʲiːɾʲən̪ˠə
aicme	ˈacmʲə
crua-ae	ˈkɾˠuə-eː
bheirid	ˈvʲɛɾʲɪdʲ
caora	ˈkiːɾˠə
iarla	ˈiəɾˠlˠə
sea	ʃa
stráic	sˠt̪ˠɾˠɑːc
Fionnghuala	ˈfʲiən̪ˠŋhuəlˠə
gcodlaíonn	ˈɡɔd̪ˠlˠiːən̪ˠ
másach	ˈmˠɑːsˠəx
grán buí	ɡɾˠɑːn̪ˠ ˈbˠuiː
dise	ˈdʲɪʃə
cise	ˈcɪʃə
péacóg	ˈpʲeːkoːɡ
toitín	ˈt̪ˠɪtʲiːnʲ
mbí	mʲiː
lasas	ˈlˠasˠəsˠ
Rinne	ˈɾˠɪnʲə
cérb	ceːɾʲbʲ
garsún	ˈɡaɾˠsˠuːnˠ
thapa	ˈhapˠə
galún	ˈɡalˠuːnˠ
ólaimid	ˈoːlˠəmʲɪdʲ
dtae	dʲeː
Bíobla	ˈbʲiːbˠlˠə
loite	ˈlˠɪtʲə
thithe	ˈhɪhə
léacht	lʲeːxt̪ˠ
thiar	ˈhiəɾˠ
cultacha	ˈkʊl̪ˠt̪ˠəxə
fíor	fʲiːɾʲ
sise	ˈʃɪʃə
léann	lʲeːnʲ
eabar	ˈabˠəɾˠ
bró	bˠɾˠoː
cró	kɾˠoː
díleá	ˈdʲiːlʲeɑː
geallann	ˈɟalˠən̪ˠ
féinphic	ˈfʲeːn̠ʲfʲɪc
síothlán	ˈʃiːhlˠɑːnˠ
cobra	ˈkɔbˠɾˠə
Ungáiris	ˈʊŋɑːɾʲəʃ
Loch Garman	lˠɔx ˈɡaɾˠmˠən̪ˠ
dólámhach	ˈd̪ˠoːlˠáiːəx
inneach	ˈɪnʲəx
Taoiseach	ˈt̪ˠiːʃəx
haon déag	hiːnʲ dʲeːɡ
tigim	ˈtʲɪɟɪmʲ
chiardhuibh	ˈçiəɾˠɣɪvʲ
mallacht	ˈmˠalˠəxt̪ˠ
maíte	ˈmˠatʲə
dhol	ɣɔlˠ
chol	xɔlˠ
bristear	ˈbʲɾʲɪʃtʲəɾˠ
cheird	çɛɾʲdʲ
líneach	ˈlʲiːnʲəx
darna	ˈd̪ˠaɾˠn̪ˠə
sméire	ˈʃmʲeːɾʲə
mhol	wɔlˠ
hainmneacha	ˈhan̪ʲmʲnʲəxə
luím	ˈlˠuiːmʲ
suím	ˈsˠuiːmʲ
luasanna	ˈlˠuəsˠən̪ˠə
gró	ɡɾˠoː
lúbaim	ˈlˠuːbˠəmʲ
céir	ceːɾʲ
fheabhas	ˈəuəsˠ
ghabhar	ˈɣəuəɾˠ
imeacht	ˈɪmʲəxt̪ˠ
léir	lʲeːɾʲ
fhraoigh	ɾˠə
lúthchleasa	ˈlˠuːhçlʲəsˠə
dtosach	ˈd̪ˠɔsˠəx
coin	kɪnʲ
ruda	ˈɾˠʊd̪ˠə
mB	mˠ
uainn	uən̪ˠ
taoiseach	ˈt̪ˠiːʃəx
mhuiníl	ˈwɪnʲiːlʲ
cúng	kəŋ
mBéarla	ˈmʲeːɾˠlˠə
fhaire	ˈaɾʲə
fheadha	ˈəiə
longa	ˈlˠʊŋə
deiseanna	ˈdʲɛʃən̪ˠə
gabhal	ˈɡəuəlˠ
fás	fˠɑːsˠ
anfa	ˈan̪ˠfˠə
ginte	ˈɟɪn̠ʲtʲə
bacáil	ˈbˠakɑːlʲ
bás	bˠɑːsˠ
cás	kɑːsˠ
brandaí	ˈbˠɾˠan̪ˠəd̪ˠiː
píbe	ˈpʲiːbʲə
madra uisce	ˌmˠad̪ˠɾˠə ˈɪʃcɪ
fhocal	ˈɔkəlˠ
d'íosfaí	dʲ'ˈiːsˠfˠiː
bun	bˠʊn̪ˠ
cun	kʊn̪ˠ
línéadach	ˈlʲiːnʲeːd̪ˠəx
magairle	ˈmˠaɡəɾʲlʲə
cailleadh	ˈkalˠə
fuaigh	ˈfˠuə
abarthar	ˈabˠəɾˠəɾˠ
deoir	dʲoːɾʲ
tréigthe	ˈtʲɾʲeːcə
ar bord	əɾˠˈbˠɔɾˠəd̪ˠ
liath	ˈlʲiə
halt	hɛl̠ˠt̪ˠ
tuar ceatha	t̪ˠuəɾʲ ˈcahə
maidhm	mˠəmʲ
meacain	ˈmʲakənʲ
tsnámh	t̪ˠsˠn̪ˠáiː
chath	xa
dhath	ɣa
seans	ʃan̪ˠsˠ
sean	ʃan̪ˠ
gréin	ɟɾʲeːnʲ
buanfas	ˈbˠuən̪ˠfˠəsˠ
néalach	ˈnʲeːlˠəx
toirneach	ˈt̪ˠɛɾʲnʲəx
dtitfinn	ˈdʲɪtʲfʲən̪ˠ
fíochán	ˈfʲiːxɑːnˠ
dúnaim	ˈd̪ˠuːn̪ˠəmʲ
scamhóga	ˈsˠkəuoːɡə
neantóg	ˈnʲan̪ˠt̪ˠoːɡ
bheith	vʲɛ
maistín	ˈmˠaʃtʲiːnʲ
sheol	çoːlˠ
chímid	ˈçiːmʲɪdʲ
mala	ˈmˠalˠə
slua	sˠlˠuə
síthe	ˈʃiːhə
uaigneas	ˈuəɟnʲəsˠ
tharainn	ˈhaɾˠən̪ˠ
ligim	ˈlʲɪɟɪmʲ
thúis	ˈhúʃ
macra	ˈmˠakɾˠə
iolar	ˈiəlˠəɾˠ
cab	kabˠ
tíoróideach	ˈtʲiːɾˠódʲəx
buartha	ˈbˠuəɾˠə
uileag	ˈɪlʲəɡ
baineann	ˈbˠanʲən̪ˠ
maorga	ˈmˠiːɾˠəɡə
colm	kɔl̪ˠmˠ
hab	habˠ
téad	tʲeːd̪ˠ
fodhuine	ˈfˠuːənʲə
traochta	ˈt̪ˠɾˠiːxt̪ˠə
eolach	ˈoːlˠəx
guidte	ˈɡɪdʲtʲə
daltach	ˈd̪ˠɛl̠ˠt̪ˠəx
gréine	ˈɟɾʲeːnʲə
mar	mˠəɾˠ
mar gheall ar go	mˠəɾˠ ˈjaːlˠ əɾˠ ɡə
bacach	ˈbˠakəx
cúntach	ˈkuːn̪ˠt̪ˠəx
luchóg	ˈlˠʊxoːɡ
tuartha	ˈt̪ˠuəɾˠə
ansiúd	ˈan̪ʲʃuːd̪ˠ
reiligiún	ˈɾˠɛlʲəɟuːnˠ
sáile	ˈsˠɑːlʲə
chéanna	ˈçeːnʲə
fharraige	ˈaɾˠəɟɪ
suí	ˈsˠuiː
tuí	ˈt̪ˠuiː
cosaint	ˈkɔsˠən̪ʲtʲ
holc	hɔl̪ˠk
éigiall	ˈeːɟiəlˠ
déin	dʲeːnʲ
doire	ˈd̪ˠɛɾʲə
díreacha	ˈdʲiːɾʲəxə
taom	t̪ˠiːmˠ
stéic	ʃtʲeːc
ceilpe	ˈcɛl̠ʲpʲə
linne	ˈlʲɪnʲə
guí	ˈɡuiː
chualathas	ˈxuəlˠəhəsˠ
dúch	d̪ˠuːx
i gcónaí	əˈɡoːn̪ˠiː
lao	lˠiː
pláinéad	ˈpˠlˠɑːnʲeːd̪ˠ
lúthchleas	ˈlˠuːhçlʲəsˠ
rógaire	ˈɾˠoːɡəɾʲə
dúracht	ˈd̪ˠuːɾˠəxt̪ˠ
cur	kʊɾˠ
mbróga	ˈmˠɾˠoːɡə
múch	mˠuːx
meánscoil	ˈmʲeɑːn̪ˠsˠkəlʲ
dánlann	ˈd̪ˠɑːn̪ˠlˠən̪ˠ
tarmachan	ˈt̪ˠaɾˠmˠəxən̪ˠ
gréasáin	ˈɟɾʲeːsˠɑːnʲ
ngort	ŋɔɾˠt̪ˠ
gairge	ˈɡaɾʲəɟɪ
lán	lˠɑːnˠ
murab	ˈmˠʊɾˠəbˠ
fán	fˠɑːnˠ
Baváir	ˈbˠavɑːɾʲ
Oireachtas	ˈɛɾʲəxt̪ˠəsˠ
shnámh	hn̪ˠáiː
bán	bˠɑːnˠ
meadar	ˈmʲad̪ˠəɾˠ
thiarna	ˈhiəɾˠn̪ˠə
buí	ˈbˠuiː
úim	ˈúmʲ
gach uile	ɡax ˈɪlʲə
fríthe	ˈfʲɾʲiːhə
meana	ˈmʲan̪ˠə
meanma	ˈmʲan̪ˠmˠə
bóithre	ˈbˠóhɾʲə
boireannach	ˈbˠɛɾʲən̪ˠəx
mallaigh	ˈmˠalˠə
hama	ˈhamˠə
meath	mʲa
rún	ɾˠuːnˠ
dromchla	ˈd̪ˠɾˠɔmˠxlˠə
meathló	ˈmʲahlˠoː
dócúl	ˈd̪ˠoːkuːlˠ
ba	bˠə
Bascais	ˈbˠasˠkəʃ
Clocha Liatha	ˌklˠɔxə ˈlʲiəhə
mún	mˠuːnˠ
ghnáth	n̪ˠɑː
cúlán	ˈkuːlˠɑːnˠ
múinte	ˈmˠún̪ʲtʲə
tuath	t̪ˠuə
n-ae	nʲ-eː
bhfeis	vʲɛʃ
chapaill	ˈxapˠəlˠ
anglais	ˈɪŋlˠəʃ
sé déag	ʃeː dʲeːɡ
colainn	ˈkɔlˠən̪ˠ
tochas	ˈt̪ˠɔxəsˠ
bréige	ˈbʲɾʲeːɟɪ
Thiarna	ˈhiəɾˠn̪ˠə
i gcomhluadar	əˈɡəulˠuəd̪ˠəɾˠ
ar scáth	əɾˠˈsˠkɑː
deora	ˈdʲoːɾˠə
salachar	ˈsˠalˠəxəɾˠ
cleite	ˈclʲɛtʲə
dócha	ˈd̪ˠoːxə
meán oíche	ˌmʲeɑːnˠ ˈoiːçə
oireachtas	ˈɛɾʲəxt̪ˠəsˠ
fuath	fˠuə
saonta	ˈsˠiːn̠̪ˠt̪ˠə
fútsa	ˈfˠuːt̪ˠsˠə
rugais	ˈɾˠʊɡəʃ
Cadhla	ˈkailˠə
fhírinne	ˈiːɾʲən̪ˠə
luath	lˠuə
lí	lʲiː
feidhmiúil	ˈfʲɛmʲúlʲ
gainimh	ˈɡanʲəiiː
aiteach	ˈatʲəx
mhná	vˠn̪ˠɑː
mharbh	waɾˠw
cleith	clʲɛ
ainneoin	ˈan̪ˠoːnʲ
chéad	çeːd̪ˠ
cailc	kal̪ʲc
choir	xɛɾʲ
deirimid	ˈdʲɛɾʲəmʲɪdʲ
litear	ˈlʲɪtʲəɾˠ
bleán	ˈbʲlʲeɑːnˠ
stiúideo	ˈʃtʲúdʲoː
copóg	ˈkɔpˠoːɡ
feis	fʲɛʃ
geis	ɟɛʃ
géig	ɟeːɟ
fuaimniú	ˈfˠuəmʲnʲuː
leiceann	ˈlʲɛcən̪ˠ
thraoith	hɾˠiː
mhitheas	ˈvʲɪhəsˠ
ceol	coːlˠ
mholta	ˈwɔl̪ˠt̪ˠə
mhuir	wɪɾʲ
reicteam	ˈɾˠɛctʲəmˠ
déistin	ˈdʲeːʃtʲɪnʲ
tiománaí	ˈtʲjʊmˠɑːn̪ˠiː
mhéad	vʲeːd̪ˠ
mhéid	vʲeːdʲ
drabhlás	ˈd̪ˠɾˠəulˠɑːsˠ
slaba	ˈsˠlˠabˠə
matánach	ˈmˠat̪ˠɑːn̪ˠəx
mhór	woːɾˠ
catachas	ˈkat̪ˠəxəsˠ
ghníomh	nʲíoiː
ardfhear	ˈaɾʲədʲəɾˠ
stoca	ˈsˠt̪ˠɔkə
lorg	lˠɔɾˠɡ
nóis	ˈn̪ˠóʃ
-ófar	-ˈoːfˠəɾˠ
obann	ˈɔbˠən̪ˠ
'un	'ʊn̪ˠ
bainfidh	ˈbˠan̪ʲfʲə
nid	nʲɪdʲ
seamróga	ˈʃamˠɾˠoːɡə
mion	ˈmʲiən̪ˠ
trasna	ˈt̪ˠɾˠasˠn̪ˠə
athraithe	ˈahɾˠəhə
paiste	ˈpˠaʃtʲə
rugadar	ˈɾˠʊɡəd̪ˠəɾˠ
uireaspa	ˈɪɾʲəsˠpˠə
níne	ˈnʲiːnʲə
dreama	ˈdʲɾʲamˠə
codanna	ˈkɔd̪ˠən̪ˠə
náisiún	ˈn̪ˠɑːʃuːnˠ
diaspóra	ˈdʲiəsˠpˠoːɾˠə
cearc ghoir	caɾˠk ˈɣɛɾʲ
mo	mˠɔ
molas	ˈmˠɔlˠəsˠ
súsafón	ˈsˠuːsˠəfˠoːnˠ
tréad	tʲɾʲeːd̪ˠ
faithne	ˈfˠahnʲə
Domhnach	ˈd̪ˠəun̪ˠəx
réal	ɾˠeːlˠ
diúil	ˈdʲúlʲ
Dhaidí na Nollag	ˌɣadʲiː n̪ˠə ˈn̪ˠoːlˠəɡ
scóip	ˈsˠkópʲ
pluc	pˠlˠʊk
léarscáil	ˈlʲeːɾˠsˠkɑːlʲ
taisc	t̪ˠaʃc
mosar	ˈmˠɔsˠəɾˠ
snua	sˠn̪ˠuə
bailíonn brobh beart	ˌbˠalʲiːnʲ bˠɾˠɪ ˈbʲaɾˠt̪ˠ
ghada	ˈɣad̪ˠə
barúlach	ˈbˠaɾˠuːlˠəx
foirmiúlacht	ˈfˠɛɾʲmʲuːlˠəxt̪ˠ
Róis	ˈɾˠóʃ
náisiúin	ˈn̪ˠɑːʃúnʲ
dath	d̪ˠa
shúil	ˈhúlʲ
geireach	ˈɟɛɾʲəx
muiníl	ˈmˠɪnʲiːlʲ
monarcaí	ˈmˠɔn̪ˠəɾˠkiː
Séarlas	ˈʃeːɾˠlˠəsˠ
Oíche Inide	ˌoiːçə ˈɪnʲədʲə
muirear	ˈmˠɪɾʲəɾˠ
leisciúil	ˈlʲɛʃcúlʲ
seo chugainn	ʃoː ˈxəɡən̪ˠ
in éindí	ɪnʲ ˈeːn̠ʲdʲiː
lasracha	ˈlˠasˠɾˠəxə
dhúil	ˈɣúlʲ
bhoicht	wɛhtʲ
feirg	fʲɛɾʲɟ
bródúil	ˈbˠɾˠoːd̪ˠúlʲ
páiste	ˈpˠɑːʃtʲə
murach	ˈmˠʊɾˠəx
t-ae	tʲ-eː
sáiste	ˈsˠɑːʃtʲə
bhriste	ˈvʲɾʲɪʃtʲə
leamhnacht	ˈlʲəun̪ˠəxt̪ˠ
gléas	ɟlʲeːsˠ
lenár	ˈlʲɛn̪ˠɑːɾˠ
áil	ɑːlʲ
thiocfas	ˈhjʊkfˠəsˠ
murnán	ˈmˠʊɾˠn̪ˠɑːnˠ
gcósta	ˈɡoːsˠt̪ˠə
claonadh	ˈklˠiːn̪ˠə
slíbhín	ˈʃlʲiːvʲiːnʲ
leathré	ˈlʲahɾʲeː
máistreás	ˈmˠɑːʃtʲɾʲeɑːsˠ
carria	ˈkaɾˠiə
mála	ˈmˠɑːlˠə
i mbliana	əˈmʲlʲiən̪ˠə
uncail	ˈʊn̪ˠkəlʲ
suarach	ˈsˠuəɾˠəx
chneasta	ˈçɾʲasˠt̪ˠə
málaí	ˈmˠɑːlˠiː
más	mˠɑːsˠ
méalach	ˈmʲeːlˠəx
duit	d̪ˠɪtʲ
cérbh	ceːɾʲvʲ
acmhainn	ˈakwən̪ˠ
páí	ˈpˠáiː
cíocras	ˈciːkɾˠəsˠ
mhílte	ˈvʲiːl̠ʲtʲə
maidin	ˈmˠadʲɪnʲ
ghing	jɪɲ
méir	mʲeːɾʲ
gceart	ɟaɾˠt̪ˠ
oblátach	ˈɔbˠlˠɑːt̪ˠəx
cuarach	ˈkuəɾˠəx
buarach	ˈbˠuəɾˠəx
bláthnaid	ˈbˠlˠɑːhn̪ˠədʲ
comhrá	ˈkəuɾˠɑː
míleach	ˈmʲiːlʲəx
cabhsa	ˈkəusˠə
mboga	ˈmˠɔɡə
leannán	ˈlʲan̪ˠɑːnˠ
míonna	ˈmʲiːnʲə
meaitseanna	ˈmʲatʲʃən̪ˠə
clú	klˠuː
tairbhe	ˈt̪ˠaɾʲvʲə
Lúnasa	ˈlˠuːn̪ˠəsˠə
míosa	ˈmʲiːsˠə
míre	ˈmʲiːɾʲə
Róimhe	ˈɾˠóə
cíora	ˈciːɾˠə
beola	ˈbʲoːlˠə
aon déag	iːnʲ dʲeːɡ
scoil	sˠkɛlʲ
sráideanna	ˈsˠɾˠɑːdʲən̪ˠə
teideal	ˈtʲɛdʲəlˠ
giús	ˈɟuːsˠ
sinne	ˈʃɪnʲə
scadán	ˈsˠkad̪ˠɑːnˠ
mód	mˠoːd̪ˠ
faire	ˈfˠaɾʲə
tlú	t̪ˠlˠuː
bréagán	ˈbʲɾʲeːɡɑːnˠ
greannach	ˈɟɾʲan̪ˠəx
comhrialtas	ˈkɪɾʲiəl̪ˠt̪ˠəsˠ
fionnuar	ˈfʲiən̪ˠuəɾˠ
gortú	ˈɡɔɾˠt̪ˠuː
múinteora	ˈmˠún̪ʲtʲoːɾˠə
tláith	t̪ˠlˠɑː
n-áit	n̪ˠ-ɑːtʲ
shéid	heːdʲ
tóga	ˈt̪ˠoːɡə
séasúr	ˈʃeːsˠuːɾˠ
fhuaigh	ˈuə
dúchas	ˈd̪ˠuːxəsˠ
luime	ˈlˠɪmʲə
chruit	xɾˠɪtʲ
Fionlainnise	ˈfʲiən̪ˠlˠən̪ˠəʃə
lice	ˈlʲɪcɪ
amú	ˈamˠuː
tada	ˈt̪ˠad̪ˠə
fata	ˈfˠat̪ˠə
pice	ˈpʲɪcɪ
hata	ˈhat̪ˠə
n-achainí	n̪ˠ-ˈaxənʲiː
lae	lʲeː
t-iarann	tʲ-ˈiəɾˠən̪ˠ
go dtí gur	ɡədʲiː ˈɡʊɾˠ
ghoirid	ˈɣɛɾʲɪdʲ
nochtacht	ˈn̪ˠɔxt̪ˠəxt̪ˠ
-sean	-ʃan̪ˠ
Cholm	xɔl̪ˠmˠ
n-airdí	n̪ˠ-ˈaɾʲədʲiː
Cásc	kɑːsˠk
comharsa	ˈkəuəɾˠsˠə
feaca	ˈfʲakə
Manainnis	ˈmˠan̪ˠən̪ˠəʃ
-fimis	-ˈfʲɪmʲəʃ
i gceist	əˈɟɛʃtʲ
bogha	ˈbˠaiə
n-asal	n̪ˠ-ˈasˠəlˠ
bas	bˠasˠ
n-imeanna	nʲ-ˈɪmʲən̪ˠə
tá a fhios ag	t̪ˠɑː əˈiəsˠ əɡ
cárbh	kɑːɾˠw
Volaifis	vˈɔlˠəfʲəʃ
báisteach	ˈbˠɑːʃtʲəx
freastalaíonn	ˈfʲɾʲasˠt̪ˠəlˠiːən̪ˠ
imní	ˈɪmʲnʲiː
maoil	mˠiːlʲ
dúntar	ˈd̪ˠuːn̪ˠt̪ˠəɾˠ
monabhar	ˈmˠɔn̪ˠəuəɾˠ
n-olaí	n̪ˠ-ˈɔlˠiː
Nioclás	ˈnʲiəklˠɑːsˠ
anglaise	ˈɪŋlˠəʃə
naíonda	ˈn̪ˠiːən̪ˠd̪ˠə
séabraí	ˈʃeːbˠɾˠiː
briseann	ˈbʲɾʲɪʃən̪ˠ
deintear	ˈdʲɛn̠ʲtʲəɾˠ
abrair	ˈabˠɾˠəɾʲ
dóite	ˈd̪ˠótʲə
dídean	ˈdʲiːdʲən̪ˠ
aoi	iː
baise	ˈbˠaʃə
hait	hatʲ
brice	ˈbʲɾʲɪcɪ
buíocháin	ˈbˠuiːxɑːnʲ
clampar	ˈklˠamˠpˠəɾˠ
dada	ˈd̪ˠad̪ˠə
bléin	bʲlʲeːnʲ
naomh	n̪ˠiː
gada	ˈɡad̪ˠə
chloch	xlˠɔx
cíor	ciːɾʲ
neach	nʲax
frat	fˠɾˠat̪ˠ
naonúr	ˈn̪ˠiːn̪ˠuːɾˠ
naí	n̪ˠiː
nc	n̪ˠk
gruagaire	ˈɡɾˠuəɡəɾʲə
heach	hax
muc	mˠʊk
sceith	ʃcɛ
ndol	n̪ˠɔlˠ
-ófá	-ˈoːfˠɑː
téadchlár	ˈtʲeːd̪ˠxlˠɑːɾˠ
beach	bʲax
radhairc	ˈɾˠaiəɾʲc
casacht	ˈkasˠəxt̪ˠ
pionta	ˈpʲiən̪ˠt̪ˠə
cleas	clʲasˠ
ndóchas	ˈn̪ˠoːxəsˠ
láma	ˈlˠɑːmˠə
nead	nʲad̪ˠ
Odhrán	ˈuːɾˠɑːnˠ
fuála	ˈfˠuɑːlˠə
gcanna	ˈɡan̪ˠə
amharc	ˈəuəɾˠk
cearnóg	ˈcaɾˠn̪ˠoːɡ
uibheacha	ˈɪvʲəxə
mionta	ˈmʲiən̪ˠt̪ˠə
stairiúil	ˈsˠt̪ˠaɾʲúlʲ
Ó Cathasaigh	oː ˈkahəsˠə
baint	bˠan̪ʲtʲ
pláinéid	ˈpˠlˠɑːnʲeːdʲ
cheatha	ˈçahə
Maoldúin	ˈmˠiːlˠəd̪ˠúnʲ
dorú	ˈd̪ˠɔɾˠuː
mís	mʲiːʃ
bualadh	ˈbˠuəlˠə
múinteoirí	ˈmˠún̪ʲtʲoːɾʲiː
gobtha	ˈɡɔpˠə
áiteanna	ˈɑːtʲən̪ˠə
comhlacht	ˈkəulˠəxt̪ˠ
leath	lʲa
greas	ɟɾʲasˠ
leanacht	ˈlʲan̪ˠəxt̪ˠ
ngar	ŋaɾˠ
bean sí	bʲanʲ ˈʃiː
fágálacha	ˈfˠɑːɡɑːlˠəxə
Cathal	ˈkahəlˠ
bonnán	ˈbˠʊn̪ˠɑːnˠ
laoch	lˠiːx
reath	ɾˠa
druid	d̪ˠɾˠɪdʲ
bhíteá	ˈvʲiːtʲeɑː
gcailín	ˈɡalʲiːnʲ
ngoile	ˈŋɛlʲə
ciúin	ˈcúnʲ
Cloch na Blarnan	klˠɔx n̪ˠə ˈbˠlˠaɾˠn̪ˠən̪ˠ
Antaine	ˈan̪ˠt̪ˠənʲə
caoch	kiːx
luígí	ˈlˠuiːɟiː
bhíobhair	ˈvʲiːwəɾʲ
suime	ˈsˠɪmʲə
scríobh	ʃcɾʲiːvʲ
phráis	fˠɾˠɑːʃ
tairg	t̪ˠaɾʲɟ
beoir	bʲoːɾʲ
liacht	ˈlʲiəxt̪ˠ
cúthail	ˈkuːhəlʲ
gnéas	ɟɾʲeːsˠ
mairg	mˠaɾʲɟ
lánúin	ˈlˠɑːn̪ˠúnʲ
nia	ˈnʲiə
uaisle	ˈuəʃlʲə
milseán	ˈmʲɪl̠ʲʃeɑːnˠ
ciotach	ˈciət̪ˠəx
athruithe	ˈahɾˠəhə
gcuairt	ˈɡuəɾˠtʲ
gliogar	ˈɟlʲiəɡəɾˠ
barriall	ˈbˠaɾˠiəlˠ
táilliúir	ˈt̪ˠɑːlˠúɾʲ
reacht	ɾˠaxt̪ˠ
t-ógánach	t̪ˠ-ˈoːɡɑːn̪ˠəx
teacht	tʲaxt̪ˠ
dreas	dʲɾʲasˠ
nite	ˈnʲɪtʲə
iarrtar	ˈiəɾˠt̪ˠəɾˠ
cathú	ˈkahuː
cainte	ˈkan̪ʲtʲə
óltar	ˈoːl̪ˠt̪ˠəɾˠ
teallach	ˈtʲalˠəx
bainte	ˈbˠan̪ʲtʲə
lag	lˠaɡ
dís	dʲiːʃ
ceanna	ˈcan̪ˠə
scéal	ʃceːlˠ
theas	hasˠ
dabht	d̪ˠəut̪ˠ
nua	n̪ˠuə
nuachtán	ˈn̪ˠuəxt̪ˠɑːnˠ
nuaghinte	ˈn̪ˠuəjən̪ʲtʲə
paidir	ˈpˠadʲəɾʲ
coise	ˈkɛʃə
dúnta	ˈd̪ˠuːn̪ˠt̪ˠə
nÍ	nʲiː
lúbfad	ˈlˠuːbˠfˠəd̪ˠ
chaogad	ˈxiːɡəd̪ˠ
míle	ˈmʲiːlʲə
lachain	ˈlˠaxənʲ
choil	xɛlʲ
áit	ɑːtʲ
tobán	ˈt̪ˠɔbˠɑːnˠ
grian	ˈɟɾʲiən̪ˠ
smál	sˠmˠɑːlˠ
crosach	ˈkɾˠɔsˠəx
ní móide	nʲiːˈmˠódʲə
seasc	ʃasˠk
gclóis	ˈɡlˠóʃ
dearg	dʲaɾˠɡ
chráis	xɾˠɑːʃ
nín	nʲiːnʲ
ruifíneach	ˈɾˠɪfʲiːnʲəx
cha	xa
bhfágálacha	ˈwɑːɡɑːlˠəxə
teach	tʲax
seach	ʃax
carbónach	ˈkaɾˠəbˠoːn̪ˠəx
comhréireach	ˈkɪɾʲeːɾʲəx
clástrafóibe	ˈklˠɑːsˠt̪ˠɾˠəfˠóbʲə
liach	ˈlʲiəx
nóin	ˈn̪ˠónʲ
cumas	ˈkʊmˠəsˠ
gualainn	ˈɡuəlˠən̪ˠ
veigeán	vˈɛɟeɑːnˠ
drabhlásach	ˈd̪ˠɾˠəulˠɑːsˠəx
dóid	ˈd̪ˠódʲ
millim	ˈmʲɪlʲɪmʲ
Máire	ˈmˠɑːɾʲə
ciach	ˈciəx
tarta	ˈt̪ˠɛɾˠt̪ˠə
curach	ˈkʊɾˠəx
túir	ˈt̪ˠúɾʲ
amharclann	ˈəuəɾˠklˠən̪ˠ
fiach	ˈfʲiəx
tséabra	ˈtʲʃeːbˠɾˠə
ceannachán	ˈcan̪ˠəxɑːnˠ
seise	ˈʃɛʃə
búir	ˈbˠúɾʲ
faoisean	ˈfˠiːʃən̪ˠ
fuair	ˈfˠuəɾʲ
gearb	ɟaɾˠbˠ
ochtó	ˈɔxt̪ˠoː
ofrálacha	ˈɔfˠɾˠɑːlˠəxə
oireacht	ˈɛɾʲəxt̪ˠ
mairbh	mˠaɾʲvʲ
oibreacha	ˈɛbʲɾʲəxə
croith	kɾˠɔ
éiríonn	ˈeːɾʲiːnʲ
réidhleán	ˈɾˠeːlʲeɑːnˠ
Protastúnach	ˈpˠɾˠɔt̪ˠəsˠt̪ˠuːn̪ˠəx
ceacht	caxt̪ˠ
bithiúnta	ˈbʲɪhuːn̪ˠt̪ˠə
as	asˠ
oideachas	ˈɛdʲəxəsˠ
scóráil	ˈsˠkoːɾˠɑːlʲ
feacht	fʲaxt̪ˠ
ghlún	lˠuːnˠ
gafann	ˈɡafˠən̪ˠ
dhona	ˈɣɔn̪ˠə
